31,30,0,0,0,0,0
31,33,32,30,0,0,0
30,33,46,31,0,0,0
31,16,30,0,0,0,0
30,29,31,0,0,0,0
33,32,30,14,13,46,31
32,31,33,37,0,0,0
32,33,14,31,0,0,0
32,0,33,37,15,14,31
31,37,32,16,0,0,0
32,37,0,31,0,0,0
37,32,16,36,0,17,31
16,31,0,0,0,0,0
16,37,17,31,0,0,0
16,17,31,0,0,0,0
17,16,0,0,0,0,0
17,37,16,36,0,0,0
17,16,18,0,0,0,0
36,17,18,37,0,0,0
36,37,0,17,0,0,0
36,0,17,18,1,37,39
18,17,0,0,0,0,0
18,36,17,39,0,0,0
18,17,19,0,0,0,0
39,18,19,36,0,0,0
39,36,1,18,0,0,0
39,1,18,19,36,41,2
19,18,0,0,0,0,0
19,39,41,18,0,0,0
19,18,20,0,0,0,0
41,19,20,39,0,0,0
41,39,2,19,0,0,0
41,3,2,19,20,39,43
20,19,0,0,0,0,0
20,41,43,19,0,0,0
20,19,21,0,0,0,0
43,20,41,21,0,0,0
43,41,3,20,0,0,0
43,3,20,21,41,45,4
21,20,0,0,0,0,0
21,43,20,45,0,0,0
21,20,22,0,0,0,0
45,21,43,22,0,0,0
45,43,4,21,0,0,0
45,4,21,22,43,5,47
22,21,0,0,0,0,0
22,45,21,47,0,0,0
22,21,23,0,0,0,0
47,22,45,23,0,0,0
47,45,5,22,0,0,0
47,35,5,22,23,6,45
23,22,0,0,0,0,0
23,47,35,22,0,0,0
23,24,22,0,0,0,0
35,23,24,47,0,0,0
35,47,6,23,0,0,0
35,34,6,23,24,7,47
24,23,0,0,0,0,0
24,35,34,23,0,0,0
24,25,23,0,0,0,0
34,24,25,35,0,0,0
34,35,24,7,0,0,0
34,8,35,38,7,24,25
25,24,0,0,0,0,0
25,34,24,38,0,0,0
25,24,26,0,0,0,0
38,25,34,26,0,0,0
38,34,8,25,0,0,0
38,8,34,9,40,25,26
26,25,0,0,0,0,0
26,38,40,25,0,0,0
26,25,27,0,0,0,0
40,26,27,38,0,0,0
40,38,9,26,0,0,0
40,10,38,9,26,27,42
27,26,0,0,0,0,0
27,40,26,42,0,0,0
27,26,28,0,0,0,0
42,27,40,28,0,0,0
42,40,10,27,0,0,0
42,11,40,28,10,27,44
28,27,0,0,0,0,0
28,42,27,44,0,0,0
28,27,29,0,0,0,0
44,28,42,29,0,0,0
44,42,11,28,0,0,0
44,12,42,11,28,29,46
29,28,0,0,0,0,0
29,44,28,46,0,0,0
29,28,30,0,0,0,0
46,29,44,30,0,0,0
46,44,12,29,0,0,0
46,33,12,44,29,30,13
30,29,0,0,0,0,0
30,46,33,29,0,0,0
33,46,13,30,0,0,0
33,13,46,14,0,0,0
46,13,33,12,0,0,0
13,12,14,0,0,0,0
14,33,32,13,0,0,0
14,13,0,0,0,0,0
14,13,15,0,0,0,0
46,12,44,13,0,0,0
44,12,11,46,0,0,0
12,11,13,0,0,0,0
13,12,0,0,0,0,0
44,11,42,12,0,0,0
42,11,10,44,0,0,0
11,10,12,0,0,0,0
12,11,0,0,0,0,0
42,10,40,11,0,0,0
40,10,9,42,0,0,0
10,9,11,0,0,0,0
11,10,0,0,0,0,0
40,9,10,38,0,0,0
38,9,40,8,0,0,0
9,8,10,0,0,0,0
10,9,0,0,0,0,0
32,14,33,15,0,0,0
15,32,0,14,0,0,0
15,14,0,0,0,0,0
15,0,14,0,0,0,0
32,0,37,15,0,0,0
15,0,0,0,0,0,0
0,1,15,0,0,0,0
37,0,32,36,0,0,0
36,0,1,37,0,0,0
1,36,0,39,0,0,0
1,0,0,0,0,0,0
1,0,2,0,0,0,0
39,1,2,36,0,0,0
2,39,1,41,0,0,0
2,1,0,0,0,0,0
2,1,3,0,0,0,0
41,2,3,39,0,0,0
3,41,2,43,0,0,0
3,2,0,0,0,0,0
3,2,4,0,0,0,0
43,3,41,4,0,0,0
4,43,3,45,0,0,0
4,3,0,0,0,0,0
4,3,5,0,0,0,0
45,4,43,5,0,0,0
5,45,4,47,0,0,0
5,4,0,0,0,0,0
5,4,6,0,0,0,0
47,5,45,6,0,0,0
6,47,35,5,0,0,0
6,5,0,0,0,0,0
6,5,7,0,0,0,0
35,6,47,7,0,0,0
7,35,34,6,0,0,0
7,6,0,0,0,0,0
7,8,6,0,0,0,0
34,7,8,35,0,0,0
8,34,38,7,0,0,0
8,7,0,0,0,0,0
8,9,7,0,0,0,0
38,8,9,34,0,0,0
9,8,0,0,0,0,0
